136.529999	134.979996	133.779999	132.970001	132.580002	132.610001	133.070007	133.940002	135.199997	136.789993	138.679993	140.800003	143.100006	145.500000	147.949997	150.380005	152.740005	154.979996	157.039993	158.880005	160.470001	161.779999	162.770004	163.429993	163.750000	163.720001	163.350006	162.630005	161.589996	160.250000	158.619995	156.740005	154.639999	152.389999	150.009995	147.570007	145.119995	142.729996	140.460007	138.369995	
136.309998	134.759995	133.559998	132.750000	132.360001	132.389999	132.850006	133.720001	134.979996	136.570007	138.460007	140.580002	142.869995	145.279999	147.729996	150.160004	152.520004	154.759995	156.820007	158.660004	160.250000	161.550003	162.539993	163.210007	163.529999	163.500000	163.130005	162.410004	161.369995	160.020004	158.389999	156.509995	154.419998	152.160004	149.789993	147.350006	144.899994	142.509995	140.240005	138.149994	
136.080002	134.529999	133.330002	132.520004	132.130005	132.160004	132.619995	133.500000	134.750000	136.350006	138.229996	140.350006	142.649994	145.050003	147.500000	149.929993	152.300003	154.529999	156.589996	158.440002	160.020004	161.330002	162.320007	162.979996	163.300003	163.270004	162.899994	162.190002	161.139999	159.800003	158.169998	156.289993	154.199997	151.940002	149.559998	147.119995	144.679993	142.289993	140.009995	137.919998	
135.850006	134.300003	133.100006	132.289993	131.899994	131.929993	132.389999	133.259995	134.520004	136.110001	138.000000	140.119995	142.419998	144.820007	147.270004	149.699997	152.070007	154.300003	156.360001	158.199997	159.789993	161.089996	162.089996	162.750000	163.070007	163.039993	162.669998	161.949997	160.910004	159.559998	157.940002	156.059998	153.970001	151.710007	149.330002	146.889999	144.440002	142.050003	139.779999	137.690002	
135.610001	134.059998	132.869995	132.050003	131.660004	131.690002	132.149994	133.029999	134.279999	135.880005	137.770004	139.889999	142.179993	144.580002	147.029999	149.470001	151.830002	154.059998	156.119995	157.970001	159.559998	160.860001	161.850006	162.509995	162.830002	162.800003	162.429993	161.720001	160.679993	159.330002	157.699997	155.820007	153.729996	151.470001	149.100006	146.649994	144.210007	141.820007	139.550003	137.460007	
135.369995	133.820007	132.619995	131.809998	131.419998	131.449997	131.910004	132.779999	134.039993	135.639999	137.520004	139.649994	141.940002	144.339996	146.789993	149.229996	151.589996	153.820007	155.880005	157.729996	159.309998	160.619995	161.610001	162.270004	162.589996	162.559998	162.190002	161.470001	160.429993	159.089996	157.460007	155.580002	153.490005	151.229996	148.850006	146.410004	143.970001	141.580002	139.309998	137.220001	
135.119995	133.580002	132.380005	131.570007	131.169998	131.199997	131.660004	132.539993	133.789993	135.389999	137.279999	139.399994	141.690002	144.100006	146.550003	148.979996	151.339996	153.580002	155.639999	157.479996	159.070007	160.369995	161.360001	162.020004	162.339996	162.309998	161.940002	161.229996	160.190002	158.839996	157.210007	155.330002	153.240005	150.979996	148.610001	146.169998	143.720001	141.330002	139.059998	136.970001	
134.869995	133.320007	132.119995	131.309998	130.919998	130.949997	131.410004	132.289993	133.539993	135.139999	137.029999	139.149994	141.440002	143.850006	146.300003	148.729996	151.089996	153.330002	155.389999	157.229996	158.820007	160.119995	161.110001	161.770004	162.089996	162.059998	161.690002	160.979996	159.940002	158.589996	156.960007	155.080002	152.990005	150.729996	148.360001	145.919998	143.470001	141.080002	138.809998	136.720001	
134.619995	133.070007	131.869995	131.059998	130.660004	130.690002	131.160004	132.029999	133.279999	134.880005	136.770004	138.889999	141.190002	143.589996	146.039993	148.470001	150.839996	153.070007	155.130005	156.970001	158.559998	159.860001	160.850006	161.509995	161.830002	161.809998	161.429993	160.720001	159.679993	158.330002	156.699997	154.830002	152.740005	150.479996	148.100006	145.660004	143.220001	140.820007	138.550003	136.460007	
134.350006	132.809998	131.610001	130.800003	130.399994	130.429993	130.889999	131.770004	133.020004	134.619995	136.509995	138.630005	140.929993	143.330002	145.779999	148.210007	150.580002	152.809998	154.869995	156.710007	158.300003	159.600006	160.589996	161.250000	161.570007	161.539993	161.169998	160.460007	159.419998	158.070007	156.440002	154.559998	152.479996	150.220001	147.839996	145.399994	142.960007	140.559998	138.289993	136.199997	
134.089996	132.539993	131.339996	130.529999	130.130005	130.169998	130.630005	131.500000	132.759995	134.360001	136.250000	138.369995	140.660004	143.070007	145.520004	147.949997	150.309998	152.550003	154.600006	156.449997	158.029999	159.330002	160.320007	160.979996	161.309998	161.279999	160.899994	160.190002	159.149994	157.809998	156.179993	154.300003	152.210007	149.949997	147.580002	145.139999	142.690002	140.300003	138.029999	135.940002	
133.820007	132.270004	131.070007	130.259995	129.860001	129.899994	130.360001	131.229996	132.490005	134.089996	135.979996	138.100006	140.389999	142.800003	145.250000	147.679993	150.039993	152.279999	154.330002	156.179993	157.759995	159.059998	160.050003	160.710007	161.029999	161.009995	160.630005	159.919998	158.880005	157.539993	155.910004	154.029999	151.940002	149.679993	147.309998	144.869995	142.419998	140.029999	137.759995	135.669998	
133.539993	132.000000	130.800003	129.979996	129.589996	129.619995	130.080002	130.960007	132.210007	133.809998	135.699997	137.820007	140.119995	142.520004	144.970001	147.410004	149.770004	152.000000	154.059998	155.899994	157.490005	158.789993	159.779999	160.440002	160.759995	160.729996	160.360001	159.649994	158.610001	157.259995	155.630005	153.759995	151.669998	149.410004	147.029999	144.589996	142.149994	139.759995	137.479996	135.389999	
133.270004	131.720001	130.520004	129.699997	129.309998	129.339996	129.800003	130.679993	131.929993	133.529999	135.419998	137.550003	139.839996	142.250000	144.699997	147.130005	149.490005	151.720001	153.779999	155.619995	157.210007	158.509995	159.500000	160.160004	160.479996	160.449997	160.080002	159.369995	158.330002	156.979996	155.350006	153.479996	151.389999	149.130005	146.759995	144.320007	141.869995	139.479996	137.210007	135.110001	
132.979996	131.429993	130.229996	129.419998	129.020004	129.059998	129.520004	130.389999	131.649994	133.250000	135.139999	137.259995	139.559998	141.960007	144.410004	146.850006	149.210007	151.440002	153.500000	155.339996	156.929993	158.229996	159.210007	159.880005	160.199997	160.169998	159.800003	159.080002	158.039993	156.699997	155.070007	153.190002	151.110001	148.850006	146.470001	144.029999	141.589996	139.199997	136.919998	134.830002	
132.699997	131.149994	129.940002	129.130005	128.740005	128.770004	129.229996	130.110001	131.360001	132.960007	134.850006	136.979996	139.270004	141.679993	144.130005	146.559998	148.919998	151.149994	153.210007	155.050003	156.639999	157.940002	158.929993	159.589996	159.910004	159.880005	159.509995	158.800003	157.759995	156.410004	154.779999	152.910004	150.820007	148.559998	146.190002	143.750000	141.300003	138.910004	136.639999	134.539993	
132.399994	130.850006	129.649994	128.839996	128.440002	128.479996	128.940002	129.809998	131.070007	132.669998	134.559998	136.690002	138.979996	141.389999	143.839996	146.270004	148.630005	150.860001	152.919998	154.759995	156.350006	157.649994	158.630005	159.300003	159.610001	159.589996	159.220001	158.500000	157.460007	156.119995	154.490005	152.619995	150.529999	148.270004	145.899994	143.460007	141.009995	138.619995	136.350006	134.250000	
132.110001	130.559998	129.360001	128.539993	128.149994	128.179993	128.639999	129.520004	130.779999	132.380005	134.270004	136.389999	138.690002	141.089996	143.539993	145.970001	148.330002	150.570007	152.619995	154.460007	156.050003	157.350006	158.339996	159.000000	159.320007	159.289993	158.919998	158.210007	157.169998	155.820007	154.199997	152.320007	150.229996	147.979996	145.600006	143.160004	140.720001	138.320007	136.050003	133.960007	
131.809998	130.259995	129.059998	128.240005	127.849998	127.879997	128.339996	129.220001	130.470001	132.080002	133.970001	136.089996	138.389999	140.789993	143.240005	145.679993	148.029999	150.270004	152.330002	154.160004	155.750000	157.050003	158.039993	158.699997	159.020004	158.990005	158.619995	157.910004	156.869995	155.520004	153.899994	152.020004	149.929993	147.679993	145.300003	142.860001	140.419998	138.020004	135.750000	133.660004	
131.500000	129.949997	128.750000	127.940002	127.540001	127.570000	128.039993	128.910004	130.169998	131.770004	133.660004	135.789993	138.080002	140.490005	142.940002	145.369995	147.729996	149.960007	152.020004	153.860001	155.449997	156.740005	157.729996	158.389999	158.710007	158.690002	158.309998	157.600006	156.559998	155.220001	153.589996	151.720001	149.630005	147.369995	145.000000	142.559998	140.110001	137.720001	135.449997	133.350006	
131.199997	129.639999	128.440002	127.629997	127.230003	127.269997	127.730003	128.600006	129.860001	131.460007	133.360001	135.479996	137.779999	140.179993	142.630005	145.070007	147.419998	149.660004	151.710007	153.550003	155.139999	156.440002	157.419998	158.080002	158.399994	158.380005	158.000000	157.289993	156.259995	154.910004	153.279999	151.410004	149.320007	147.070007	144.690002	142.250000	139.809998	137.410004	135.139999	133.050003	
130.880005	129.330002	128.130005	127.320000	126.919998	126.949997	127.419998	128.289993	129.550003	131.149994	133.039993	135.169998	137.470001	139.869995	142.320007	144.750000	147.110001	149.350006	151.399994	153.240005	154.830002	156.119995	157.110001	157.770004	158.089996	158.059998	157.690002	156.979996	155.940002	154.600006	152.970001	151.100006	149.009995	146.759995	144.380005	141.940002	139.500000	137.100006	134.830002	132.740005	
130.570007	129.020004	127.809998	127.000000	126.599998	126.639999	127.099998	127.980003	129.240005	130.839996	132.729996	134.850006	137.149994	139.559998	142.009995	144.440002	146.800003	149.029999	151.089996	152.929993	154.509995	155.809998	156.800003	157.460007	157.770004	157.750000	157.380005	156.660004	155.630005	154.279999	152.660004	150.779999	148.699997	146.440002	144.070007	141.630005	139.179993	136.789993	134.509995	132.419998	
130.250000	128.699997	127.489998	126.680000	126.279999	126.320000	126.779999	127.660004	128.919998	130.520004	132.410004	134.539993	136.830002	139.240005	141.690002	144.119995	146.479996	148.710007	150.770004	152.610001	154.190002	155.490005	156.479996	157.139999	157.449997	157.429993	157.059998	156.339996	155.309998	153.960007	152.339996	150.460007	148.380005	146.119995	143.750000	141.309998	138.860001	136.470001	134.199997	132.100006	
129.929993	128.369995	127.169998	126.360001	125.959999	125.989998	126.459999	127.330002	128.589996	130.190002	132.089996	134.210007	136.509995	138.919998	141.369995	143.800003	146.160004	148.389999	150.449997	152.279999	153.869995	155.160004	156.149994	156.809998	157.130005	157.100006	156.729996	156.020004	154.979996	153.639999	152.020004	150.139999	148.059998	145.800003	143.429993	140.990005	138.539993	136.149994	133.869995	131.779999	
129.600006	128.050003	126.839996	126.029999	125.629997	125.669998	126.129997	127.010002	128.270004	129.869995	131.759995	133.889999	136.190002	138.589996	141.039993	143.470001	145.830002	148.059998	150.119995	151.960007	153.539993	154.839996	155.830002	156.479996	156.800003	156.779999	156.399994	155.690002	154.660004	153.309998	151.690002	149.820007	147.729996	145.479996	143.100006	140.660004	138.220001	135.820007	133.550003	131.449997	
129.270004	127.720001	126.510002	125.699997	125.300003	125.339996	125.800003	126.680000	127.940002	129.539993	131.429993	133.559998	135.860001	138.259995	140.710007	143.149994	145.500000	147.740005	149.789993	151.630005	153.210007	154.509995	155.490005	156.149994	156.470001	156.449997	156.070007	155.360001	154.330002	152.979996	151.360001	149.490005	147.399994	145.149994	142.770004	140.330002	137.889999	135.490005	133.220001	131.119995	
128.940002	127.379997	126.180000	125.370003	124.970001	125.000000	125.459999	126.339996	127.599998	129.210007	131.100006	133.229996	135.529999	137.929993	140.380005	142.809998	145.169998	147.399994	149.460007	151.289993	152.880005	154.169998	155.160004	155.820007	156.139999	156.110001	155.740005	155.029999	153.990005	152.649994	151.029999	149.149994	147.070007	144.820007	142.440002	140.000000	137.559998	135.160004	132.889999	130.789993	
128.600006	127.050003	125.839996	125.029999	124.629997	124.660004	125.129997	126.000000	127.269997	128.869995	130.759995	132.889999	135.190002	137.600006	140.050003	142.479996	144.839996	147.070007	149.119995	150.960007	152.539993	153.839996	154.820007	155.479996	155.800003	155.770004	155.399994	154.690002	153.660004	152.309998	150.690002	148.820007	146.729996	144.479996	142.110001	139.669998	137.220001	134.830002	132.550003	130.449997	
128.259995	126.709999	125.500000	124.690002	124.290001	124.320000	124.790001	125.660004	126.930000	128.529999	130.419998	132.550003	134.850006	137.259995	139.710007	142.139999	144.500000	146.729996	148.779999	150.619995	152.199997	153.500000	154.479996	155.139999	155.460007	155.429993	155.059998	154.350006	153.320007	151.970001	150.350006	148.479996	146.389999	144.139999	141.770004	139.330002	136.880005	134.490005	132.210007	130.119995	
127.919998	126.360001	125.160004	124.339996	123.949997	123.980003	124.440002	125.320000	126.580002	128.190002	130.080002	132.210007	134.509995	136.919998	139.369995	141.800003	144.160004	146.389999	148.440002	150.279999	151.860001	153.149994	154.139999	154.800003	155.119995	155.089996	154.720001	154.009995	152.970001	151.630005	150.009995	148.139999	146.050003	143.800003	141.429993	138.990005	136.539993	134.149994	131.869995	129.770004	
127.570000	126.019997	124.809998	124.000000	123.599998	123.629997	124.099998	124.970001	126.239998	127.839996	129.740005	131.869995	134.160004	136.570007	139.020004	141.449997	143.809998	146.039993	148.089996	149.929993	151.509995	152.809998	153.789993	154.449997	154.770004	154.740005	154.369995	153.660004	152.630005	151.289993	149.660004	147.789993	145.710007	143.449997	141.080002	138.639999	136.199997	133.800003	131.520004	129.429993	
127.220001	125.669998	124.459999	123.650002	123.250000	123.279999	123.750000	124.620003	125.889999	127.489998	129.389999	131.520004	133.820007	136.220001	138.669998	141.110001	143.460007	145.690002	147.750000	149.580002	151.160004	152.460007	153.440002	154.100006	154.419998	154.389999	154.020004	153.309998	152.279999	150.940002	149.309998	147.440002	145.360001	143.110001	140.729996	138.289993	135.850006	133.449997	131.179993	129.080002	
126.870003	125.320000	124.110001	123.290001	122.900002	122.930000	123.389999	124.269997	125.540001	127.139999	129.039993	131.169998	133.470001	135.869995	138.320007	140.750000	143.110001	145.339996	147.389999	149.229996	150.809998	152.110001	153.089996	153.750000	154.070007	154.039993	153.669998	152.960007	151.929993	150.580002	148.960007	147.089996	145.009995	142.759995	140.380005	137.940002	135.500000	133.100006	130.830002	128.729996	
126.519997	124.959999	123.760002	122.940002	122.540001	122.570000	123.040001	123.919998	125.180000	126.790001	128.679993	130.809998	133.110001	135.520004	137.970001	140.399994	142.759995	144.990005	147.039993	148.880005	150.460007	151.750000	152.740005	153.389999	153.710007	153.690002	153.309998	152.600006	151.570007	150.229996	148.610001	146.740005	144.649994	142.399994	140.029999	137.589996	135.139999	132.750000	130.470001	128.369995	
126.160004	124.599998	123.400002	122.580002	122.180000	122.220001	122.680000	123.559998	124.820000	126.430000	128.330002	130.460007	132.759995	135.160004	137.610001	140.050003	142.399994	144.630005	146.679993	148.520004	150.100006	151.389999	152.380005	153.039993	153.350006	153.330002	152.960007	152.250000	151.210007	149.869995	148.250000	146.380005	144.300003	142.050003	139.669998	137.229996	134.789993	132.389999	130.119995	128.020004	
125.800003	124.239998	123.040001	122.220001	121.820000	121.860001	122.320000	123.199997	124.459999	126.070000	127.970001	130.100006	132.399994	134.800003	137.250000	139.690002	142.039993	144.270004	146.320007	148.160004	149.740005	151.029999	152.020004	152.669998	152.990005	152.970001	152.600006	151.889999	150.850006	149.509995	147.889999	146.020004	143.940002	141.690002	139.309998	136.880005	134.429993	132.029999	129.759995	127.660004	
125.440002	123.879997	122.669998	121.860001	121.459999	121.489998	121.959999	122.839996	124.099998	125.709999	127.610001	129.740005	132.039993	134.440002	136.889999	139.330002	141.679993	143.910004	145.960007	147.800003	149.380005	150.669998	151.649994	152.309998	152.630005	152.600006	152.229996	151.520004	150.490005	149.149994	147.529999	145.660004	143.580002	141.330002	138.949997	136.520004	134.070007	131.669998	129.389999	127.300003	
125.070000	123.519997	122.309998	121.489998	121.089996	121.129997	121.589996	122.470001	123.739998	125.339996	127.239998	129.369995	131.669998	134.080002	136.529999	138.960007	141.320007	143.550003	145.600006	147.429993	149.009995	150.300003	151.289993	151.949997	152.259995	152.240005	151.869995	151.160004	150.119995	148.779999	147.160004	145.289993	143.210007	140.960007	138.589996	136.149994	133.699997	131.309998	129.029999	126.930000	
124.709999	123.150002	121.940002	121.120003	120.720001	120.760002	121.220001	122.099998	123.370003	124.980003	126.870003	129.009995	131.309998	133.710007	136.160004	138.600006	140.949997	143.179993	145.229996	147.059998	148.639999	149.940002	150.919998	151.580002	151.899994	151.869995	151.500000	150.789993	149.759995	148.419998	146.800003	144.929993	142.850006	140.600006	138.220001	135.789993	133.339996	130.940002	128.660004	126.570000	
124.339996	122.779999	121.570000	120.750000	120.349998	120.389999	120.849998	121.730003	123.000000	124.610001	126.510002	128.639999	130.940002	133.350006	135.800003	138.229996	140.580002	142.809998	144.860001	146.699997	148.270004	149.570007	150.550003	151.210007	151.529999	151.500000	151.130005	150.419998	149.389999	148.050003	146.429993	144.559998	142.479996	140.229996	137.860001	135.419998	132.970001	130.580002	128.300003	126.199997	
123.970001	122.410004	121.199997	120.379997	119.980003	120.010002	120.480003	121.360001	122.629997	124.239998	126.129997	128.270004	130.570007	132.979996	135.429993	137.860001	140.210007	142.440002	144.490005	146.320007	147.899994	149.190002	150.179993	150.830002	151.149994	151.130005	150.759995	150.050003	149.009995	147.679993	146.059998	144.190002	142.110001	139.860001	137.490005	135.050003	132.600006	130.199997	127.930000	125.830002	
123.589996	122.029999	120.820000	120.010002	119.610001	119.639999	120.110001	120.989998	122.250000	123.860001	125.760002	127.889999	130.199997	132.600006	135.050003	137.490005	139.839996	142.070007	144.119995	145.949997	147.529999	148.820007	149.800003	150.460007	150.779999	150.750000	150.380005	149.669998	148.639999	147.300003	145.679993	143.809998	141.729996	139.479996	137.110001	134.679993	132.229996	129.830002	127.550003	125.449997	
123.220001	121.660004	120.449997	119.629997	119.230003	119.260002	119.730003	120.610001	121.879997	123.489998	125.389999	127.519997	129.820007	132.229996	134.679993	137.110001	139.470001	141.690002	143.740005	145.570007	147.149994	148.440002	149.429993	150.080002	150.399994	150.369995	150.000000	149.300003	148.259995	146.929993	145.309998	143.440002	141.360001	139.110001	136.740005	134.300003	131.850006	129.460007	127.180000	125.080002	
122.839996	121.279999	120.070000	119.250000	118.849998	118.879997	119.349998	120.230003	121.500000	123.110001	125.010002	127.139999	129.449997	131.850006	134.300003	136.729996	139.089996	141.320007	143.369995	145.199997	146.770004	148.070007	149.050003	149.699997	150.020004	150.000000	149.630005	148.919998	147.889999	146.550003	144.929993	143.059998	140.979996	138.729996	136.360001	133.919998	131.479996	129.080002	126.800003	124.699997	
122.459999	120.900002	119.690002	118.870003	118.470001	118.500000	118.970001	119.849998	121.120003	122.730003	124.629997	126.760002	129.070007	131.479996	133.929993	136.360001	138.710007	140.940002	142.990005	144.820007	146.389999	147.690002	148.669998	149.320007	149.639999	149.619995	149.240005	148.539993	147.509995	146.169998	144.550003	142.679993	140.600006	138.360001	135.979996	133.550003	131.100006	128.699997	126.419998	124.320000	
122.080002	120.519997	119.309998	118.489998	118.089996	118.120003	118.589996	119.470001	120.739998	122.349998	124.250000	126.379997	128.690002	131.100006	133.550003	135.979996	138.330002	140.559998	142.610001	144.440002	146.009995	147.300003	148.289993	148.940002	149.259995	149.229996	148.860001	148.160004	147.119995	145.789993	144.169998	142.300003	140.220001	137.979996	135.610001	133.169998	130.720001	128.320007	126.040001	123.940002	
121.699997	120.139999	118.919998	118.099998	117.699997	117.739998	118.199997	119.089996	120.360001	121.970001	123.870003	126.000000	128.309998	130.710007	133.160004	135.600006	137.949997	140.179993	142.220001	144.050003	145.630005	146.919998	147.899994	148.559998	148.880005	148.850006	148.479996	147.770004	146.740005	145.399994	143.789993	141.919998	139.839996	137.589996	135.220001	132.789993	130.339996	127.940002	125.660004	123.559998	
121.309998	119.750000	118.540001	117.720001	117.320000	117.349998	117.820000	118.699997	119.970001	121.580002	123.489998	125.620003	127.919998	130.330002	132.779999	135.210007	137.570007	139.789993	141.839996	143.669998	145.250000	146.539993	147.520004	148.169998	148.490005	148.460007	148.089996	147.389999	146.360001	145.020004	143.399994	141.539993	139.460007	137.210007	134.839996	132.399994	129.960007	127.559998	125.279999	123.169998	
120.930000	119.370003	118.150002	117.330002	116.930000	116.970001	117.430000	118.320000	119.580002	121.199997	123.099998	125.230003	127.540001	129.949997	132.399994	134.830002	137.179993	139.410004	141.460007	143.279999	144.860001	146.149994	147.130005	147.789993	148.100006	148.080002	147.710007	147.000000	145.970001	144.630005	143.020004	141.149994	139.070007	136.830002	134.460007	132.020004	129.570007	127.169998	124.889999	122.790001	
120.540001	118.980003	117.769997	116.940002	116.540001	116.580002	117.040001	117.930000	119.199997	120.809998	122.709999	124.849998	127.150002	129.559998	132.009995	134.440002	136.800003	139.020004	141.070007	142.899994	144.470001	145.759995	146.740005	147.399994	147.720001	147.690002	147.320007	146.610001	145.580002	144.250000	142.630005	140.770004	138.690002	136.440002	134.070007	131.630005	129.190002	126.790001	124.510002	122.400002	
120.150002	118.589996	117.379997	116.559998	116.150002	116.190002	116.660004	117.540001	118.809998	120.419998	122.330002	124.459999	126.769997	129.179993	131.630005	134.059998	136.410004	138.630005	140.679993	142.509995	144.080002	145.369995	146.350006	147.009995	147.330002	147.300003	146.929993	146.220001	145.190002	143.860001	142.240005	140.380005	138.300003	136.050003	133.679993	131.250000	128.800003	126.400002	124.120003	122.019997	
119.760002	118.199997	116.989998	116.169998	115.760002	115.800003	116.269997	117.150002	118.419998	120.029999	121.940002	124.070000	126.379997	128.789993	131.240005	133.669998	136.020004	138.250000	140.289993	142.119995	143.690002	144.979996	145.960007	146.619995	146.940002	146.910004	146.539993	145.830002	144.800003	143.470001	141.850006	139.990005	137.910004	135.669998	133.300003	130.860001	128.410004	126.010002	123.730003	121.629997	
119.370003	117.809998	116.599998	115.769997	115.370003	115.410004	115.870003	116.760002	118.029999	119.639999	121.550003	123.680000	125.989998	128.399994	130.850006	133.279999	135.630005	137.860001	139.899994	141.729996	143.300003	144.589996	145.570007	146.229996	146.539993	146.520004	146.149994	145.440002	144.410004	143.080002	141.460007	139.600006	137.520004	135.279999	132.910004	130.470001	128.020004	125.620003	123.339996	121.239998	
118.980003	117.419998	116.199997	115.379997	114.980003	115.010002	115.480003	116.370003	117.639999	119.250000	121.160004	123.290001	125.599998	128.009995	130.460007	132.889999	135.240005	137.470001	139.509995	141.339996	142.910004	144.199997	145.179993	145.830002	146.149994	146.119995	145.759995	145.050003	144.020004	142.690002	141.070007	139.210007	137.130005	134.889999	132.520004	130.080002	127.629997	125.230003	122.949997	120.849998	
118.589996	117.019997	115.809998	114.989998	114.589996	114.620003	115.089996	115.970001	117.239998	118.860001	120.769997	122.900002	125.209999	127.620003	130.070007	132.500000	134.850006	137.070007	139.119995	140.949997	142.520004	143.809998	144.789993	145.440002	145.759995	145.729996	145.360001	144.660004	143.630005	142.289993	140.679993	138.820007	136.740005	134.500000	132.130005	129.690002	127.239998	124.839996	122.559998	120.449997	
118.199997	116.629997	115.419998	114.589996	114.190002	114.230003	114.690002	115.580002	116.849998	118.470001	120.370003	122.510002	124.820000	127.230003	129.679993	132.110001	134.460007	136.679993	138.729996	140.550003	142.130005	143.410004	144.389999	145.050003	145.360001	145.339996	144.970001	144.259995	143.229996	141.899994	140.289993	138.419998	136.350006	134.100006	131.740005	129.300003	126.849998	124.449997	122.169998	120.059998	
117.800003	116.239998	115.019997	114.199997	113.800003	113.830002	114.300003	115.180000	116.459999	118.070000	119.980003	122.120003	124.419998	126.830002	129.279999	131.710007	134.070007	136.289993	138.330002	140.160004	141.729996	143.020004	144.000000	144.649994	144.970001	144.940002	144.570007	143.869995	142.839996	141.509995	139.889999	138.029999	135.960007	133.710007	131.339996	128.910004	126.459999	124.059998	121.779999	119.669998	
117.410004	115.839996	114.629997	113.800003	113.400002	113.440002	113.900002	114.790001	116.059998	117.680000	119.589996	121.720001	124.029999	126.440002	128.889999	131.320007	133.669998	135.899994	137.940002	139.770004	141.339996	142.619995	143.600006	144.259995	144.570007	144.550003	144.179993	143.470001	142.449997	141.110001	139.500000	137.639999	135.559998	133.320007	130.949997	128.509995	126.070000	123.669998	121.379997	119.279999	
117.019997	115.449997	114.230003	113.410004	113.010002	113.040001	113.510002	114.389999	115.669998	117.279999	119.190002	121.330002	123.639999	126.050003	128.500000	130.929993	133.279999	135.500000	137.550003	139.369995	140.940002	142.229996	143.210007	143.860001	144.179993	144.149994	143.779999	143.080002	142.050003	140.720001	139.110001	137.240005	135.169998	132.919998	130.559998	128.119995	125.669998	123.269997	120.989998	118.879997	
116.620003	115.050003	113.839996	113.010002	112.610001	112.639999	113.110001	114.000000	115.269997	116.889999	118.800003	120.940002	123.239998	125.660004	128.110001	130.539993	132.889999	135.110001	137.149994	138.979996	140.550003	141.830002	142.809998	143.460007	143.779999	143.750000	143.389999	142.679993	141.649994	140.320007	138.710007	136.850006	134.779999	132.529999	130.160004	127.730003	125.279999	122.879997	120.589996	118.489998	
116.220001	114.660004	113.440002	112.620003	112.209999	112.250000	112.720001	113.599998	114.879997	116.489998	118.400002	120.540001	122.849998	125.260002	127.709999	130.139999	132.490005	134.710007	136.759995	138.580002	140.149994	141.440002	142.410004	143.070007	143.380005	143.360001	142.990005	142.279999	141.259995	139.929993	138.320007	136.449997	134.380005	132.139999	129.770004	127.330002	124.889999	122.489998	120.199997	118.089996	
115.830002	114.260002	113.040001	112.220001	111.820000	111.849998	112.320000	113.209999	114.480003	116.099998	118.010002	120.150002	122.459999	124.870003	127.320000	129.750000	132.100006	134.320007	136.360001	138.190002	139.759995	141.039993	142.020004	142.669998	142.990005	142.960007	142.589996	141.889999	140.860001	139.529999	137.919998	136.059998	133.990005	131.740005	129.380005	126.940002	124.489998	122.089996	119.809998	117.699997	
